profile_id,u_q,coolant,u_d,motor_speed,i_d,i_q,ambient,pm
43,113.75540844608736,42.312675205244894,309.35636454974656,1123.169276001053,49.42971518606332,23.242220067952733,22.82625566079136,107.52563329159152
44,463.7281608315128,63.81239635059064,145.90754874768697,2719.8055129887516,63.84204708981768,68.33513692978875,14.825808804552937,48.0733143682223
45,203.51199264000678,82.0184423765331,444.055877339774,4558.367416590334,44.063095207601656,64.22105876619116,31.010436665997084,141.91777206509744
46,365.0089137415928,63.11042317276132,389.1257212833935,4375.0493541509495,45.61121313857546,62.23457119344031,32.76604403253849,75.96705677052043
47,224.6844304357644,36.30716323275436,127.06734476000064,2825.0075029166273,36.377043412698015,51.52965745888287,13.173895608183969,117.54257063717262
48,308.0272084711243,21.70805470895766,383.1340388919075,2405.8829237399505,58.60202258503092,55.222377378981186,25.18419558083933,32.44092982586132
49,318.68411173731187,80.90692117306509,317.41528693705845,2686.868082040788,85.80458016143602,36.77204007621989,34.438751680777514,54.62245714857684
50,173.94178221021082,21.4888587595271,132.6901382987113,1953.519447372516,24.14519591059972,54.3347058010188,38.08489124652989,88.44990531882937
51,487.83385110582344,81.22911708789397,283.3202566114626,1629.331162887399,93.77113868157693,23.767811039455434,25.4055360022531,135.39029612788158
52,410.05312934444584,57.02559938190484,293.8785148520188,3156.7183365738947,70.46332710608182,81.4915677492358,38.50837670834221,93.27061799408125
53,475.7995766256756,85.73473889590274,166.30981606531032,1976.9356583718402,83.21095520460287,22.648810696377243,26.070669113680893,141.58445787526549
54,457.93094017105955,75.91482650415658,478.2792588001129,2081.039156934876,57.8381157998511,13.07179753949931,21.82571483799724,88.05562758993557
55,339.1599915244341,89.85538773733363,439.99014859226475,4112.158349110064,79.05408663528603,46.44337250392995,35.44609385658686,88.853891608314
56,468.74969400924675,44.54982708161971,367.6089349316433,5826.955324349407,6.539037747249385,67.53920675307587,24.78948131374267,44.36961462006383
57,135.3970008207678,73.70318022517888,284.9182244002429,3820.004603076563,82.74614035405584,46.58309836868643,24.15707531693569,126.31874929826638
58,178.3931449676581,48.13516395264695,264.70621663380336,923.3870688573145,8.813191613109819,31.29164253537432,24.70937468229485,59.6358494960475
59,118.09091556421522,53.59129342127362,360.38938686038165,915.7098761973684,89.54177075447194,58.02626246959187,35.40355005609236,137.95349872467781
60,230.13213230530573,63.9253824252859,318.1727477627622,5732.8277146506125,99.23646098767111,37.96522186415899,34.958246250641565,139.29890643964754
61,255.4709158757928,81.15739799304372,124.90924235275425,2135.0993466903346,32.93640890679389,93.62243056203015,22.105599773206336,143.19721342489797
62,208.53961270955836,88.88584284395066,305.0010595081327,1006.3684234536149,24.980262847150396,92.65128826233935,19.99899579611575,92.4276586923708
63,431.4950036607717,73.77913897051627,422.5614468931358,3794.7452293270985,77.70951956651386,52.725322897349066,24.757840721173878,111.25125417403733
64,242.70133067743572,49.243674751713364,283.6959510387832,3930.0682805964634,29.037502387424055,36.14897943173456,27.18317529211327,123.42190560739962
65,212.3738038749523,49.494990159394916,120.78263102170737,4066.776510652785,87.22842640135933,75.02757932588071,17.15011631883991,45.72175423805587
66,317.0784332632994,71.6307611112224,414.5112797536132,1970.7111532164772,14.770046254960288,8.48772963089133,33.81865254146771,102.11486339969967
67,156.36968998990505,36.71440020378117,180.54551285438976,583.1087631796127,16.965743656039034,50.103055574146865,24.59448297197269,34.1157481563974
68,420.8787923016159,27.733187919197626,203.4483339552155,5807.584531999595,98.01939773455848,36.950722455681685,20.021366452598787,89.7079300066471
69,129.82025747190832,44.82355103485436,165.88254137291835,1879.9117513010638,69.01469533565044,92.45090908474269,13.204629788919718,48.58112179442729
70,494.7547746402069,40.10672941578572,232.08602594859903,4218.144584289012,85.45428632075051,6.140287590904841,17.16535481210821,51.95075111545016
71,408.89790771866296,40.741568431919305,402.700602275454,4386.464284332902,35.81129084839421,57.517413193243165,38.47843515267951,73.80570800311219
72,179.48627261366897,36.35254257349369,307.7543438015749,3855.040793937171,69.26595620445742,75.36304020132947,19.152990604585796,81.89246000598035
73,102.20884684944096,22.94652327454533,181.95250966028502,2220.9906681750654,61.45297359431673,51.07670881478392,15.065778681011059,104.78069094386247
74,426.18457138193367,21.251175431338968,451.13203126081635,1991.0293957023616,62.299261411679964,13.113287865458558,23.820183749649797,38.931410212621884
75,382.74293753904686,89.14056728152221,451.8327419806117,3787.175554864867,69.84058365608355,97.38383205265072,19.21263230080746,90.44301134849336
76,391.60286721639494,49.94411936151036,448.23137001840274,5263.525984864304,59.65912144726436,54.2109909807293,11.054777508135825,51.91501563037214
77,408.5081386743783,46.90286530117771,195.51848455261572,5707.035509078676,45.760925083753264,63.347693210306076,19.69435651838252,98.87702100380903
78,129.61786069363615,67.57530978851489,280.49573767239525,1082.481924220667,31.21265596615195,27.477929357213196,26.323258718184057,106.48855347134202
79,243.38629141770903,35.27777215055449,493.99586245635004,1351.557369287459,78.01522643675419,50.93231808514636,26.551371160599007,96.80511078634247
80,146.34762381005189,86.49728287651577,408.80499052399614,5696.0494233069385,26.49588085030269,45.76920173604058,20.69676763530666,118.59546125739692
81,445.2413703502374,75.04415100908864,110.86696849022393,4550.943755841359,70.77365908466935,12.115104990188456,23.41908268757802,70.27310930890816
82,349.3192507310232,26.258770161858166,126.08183650419681,5356.466036563752,27.16661815168603,15.085233587009386,38.96553754704299,121.8127909959757
83,232.35920994105967,49.230654304944984,285.5725507249331,1614.4794877443874,64.40636614567312,84.55988936378358,21.32045431690935,81.93204980498324
84,125.42334011440946,81.53828152935154,463.68808234462404,3731.72229110171,75.97243537725775,27.782895459626072,17.74680439779949,88.10213979871162
85,224.3929286862649,86.13124156039872,315.4807191810857,4356.267769296105,25.777819446121224,23.5210357923699,17.304011322002804,107.77225527132858
86,230.07332881069883,52.718105787490884,299.1250032137161,4240.61536995835,10.694613581824287,52.96658786876323,23.732938381124026,32.20300607990688
87,391.84247133522564,62.93879724474954,142.18947998265224,2744.8342997668396,17.442505584446536,78.03097747943873,32.78560446150832,108.4793065704298
88,355.0229885420853,31.692376226445266,362.7120418897176,584.6719043021966,62.56971189074742,10.884919265003852,16.179645525654195,104.23021788865384
89,454.88509703053063,89.38180382958836,428.8412642400902,3706.093312423447,85.69740859144487,59.796752365634305,31.278883814223043,67.18165401039359
90,288.8859700647797,36.21701909684104,252.16800300302492,1892.0584654878483,9.274698017365315,16.324992069854467,10.634494700482488,40.295314187938736
91,147.83769837532068,85.99122418945879,410.244740370131,2976.3983537858967,74.74436960895639,8.463799828433753,22.56798933951838,40.91225398956494
92,385.297914889198,65.4752654294658,485.7906615603246,5766.695582960995,37.42527136525495,10.010675455410652,33.2759519560836,140.7868496382274
93,404.31401944675895,62.54157564152014,181.50658365107563,2694.694247033391,50.46019514235464,84.24559027980193,20.16198867323294,112.71351854710045
94,324.5108790277985,55.8881957711556,309.3318524778965,5118.9088366543465,93.24165723532873,16.207385944665848,26.912113043361984,45.25231365248885
95,408.3868719818244,36.14688682024311,214.85518323383022,1536.9733316208813,36.53729294990532,9.289379619167736,16.149376984777323,72.80678031706876
96,297.5182385457563,32.35696224038558,417.14176761353576,4198.532739137659,49.207008724251175,46.60048927857667,32.25986173378517,101.09795926819157
97,309.0931317527976,35.43403463491227,331.03734635246303,5873.5382494141895,6.299829402264705,85.17937983449235,11.56837309806279,130.26860461087784
98,271.0164073434198,33.05067835009782,353.8329670201215,1060.4120548011524,12.751878400459645,29.928795766483685,35.57627934626501,35.23931144556102
99,110.16765069763808,74.57091314967273,419.16566384635763,545.759682249556,29.566201157804482,45.062698664962056,15.945891592650044,58.39597577640106
100,143.15657079732176,44.508768141671105,258.38818906498193,2884.705359479379,7.645962878002068,8.792640593556367,36.231940951249925,136.76987883544558
101,112.5716742746937,24.048987359437746,466.03602736281726,1009.4401567825196,64.98065597458384,47.66245884281321,20.57587723901552,31.099866022057977
102,354.56416450551217,87.83718410985679,313.211546898456,4616.113923219273,45.50784389615414,59.8732426605277,31.680507234234597,54.16789233526649
103,225.74239243053069,81.8650119474398,163.1819291341392,5530.017651167074,57.07379425916209,59.236170106453756,19.576758933585655,145.08290111675592
104,303.42827646588114,84.94265982366491,378.359647267521,2887.1153498981735,21.591482660151307,36.580535756564686,37.177350137039426,103.60822158266053
105,463.0265895704372,89.64354758525047,417.3045401753018,1922.9140318549253,33.11354279647853,34.975652162997875,13.79911376555123,61.40056399650078
106,199.71689165954996,32.17266744536411,226.70467082701066,2889.218254536354,68.06332511100888,15.129243798976798,15.35559367817796,38.038931327501714
107,264.1531692142519,47.736941323186116,442.8717027995012,4478.962998175006,96.70375874488798,39.8458404613955,24.790903754764066,33.38296085366666
108,402.22045541721945,73.07669329928639,462.45730190630655,549.7978886920404,9.789593492209875,14.451993542931643,12.458153171144383,59.36940955643127
109,191.51926619664897,68.72144326376545,210.7617949511236,3741.9969421658343,89.58651048125027,77.8266147476449,15.879405541052858,135.77829835066927
110,130.7919639315172,30.772713443789854,493.4085890860888,3873.104266880585,59.803714124564806,96.79605828607765,38.31299146636043,79.90963851570115
111,215.90058116550722,77.10831874934325,156.28461121950338,4007.2853579276452,58.57235884178425,97.15707338333715,39.29468983443661,116.44000429991917
112,164.48851490160177,35.710840028566246,180.806267360996,1831.1214398948248,52.52646084473723,87.18175444066242,21.28777987991266,140.19420424559493
113,471.87906093702924,35.667233037583614,173.68993569521047,4427.289978579697,11.592438160897423,62.075254187263816,37.698580630418064,78.964855392338
114,423.2481518257668,57.58820960253895,457.59588400314817,1002.6531748247703,13.538300914935263,71.58224123816859,26.34474027020295,52.95328452448764
115,353.36150260416935,61.50579543891922,361.71702092998476,1595.9868505674044,62.08664053761318,32.094551254639335,18.09227397621301,92.05415170283034
116,448.58423607508706,60.60603454864678,160.84171328890915,5326.08525659965,37.39106428637804,64.92318991639897,31.07196163241796,138.97004244718255
117,421.4688307596458,26.404078617842842,276.12936734733955,4562.977328996115,92.14046632487967,48.286707196788356,29.767054197245717,126.52492969652407
118,174.62802355441434,81.42226038412662,346.1192100279208,575.6005470623988,43.62610104914987,50.79164727880859,39.673759573262004,37.89958120357846
119,457.0235993959911,38.592002981209426,133.38563399575332,1866.0694320339012,18.611738576750902,76.98877323564001,17.9514186222785,113.10873600930982
120,315.7368967662603,29.06604448979629,452.9665473629355,1679.2356564624051,72.89828918269342,31.782243781738906,30.161785079852063,98.62770269507445
121,422.976062065625,82.2123655908284,421.44141417661405,1989.4348042033491,32.86857503689593,35.213763110979386,11.560712650883406,138.89558116157104
122,458.4365199693973,86.89560487608274,302.0827094306553,1861.5787365393753,54.91967919880985,92.84097015722048,13.409381160901582,44.69777002203567
123,227.20138998874555,80.34893320858154,486.85064610366817,843.8946265856516,71.29411462299116,10.341308010842363,10.117551248532799,94.08433358455879
124,144.0207698110707,76.66612523074147,267.10439171003986,3024.172841282512,90.52509056419669,51.13525834926734,39.98382043179019,135.53552322142707
125,191.17406501677667,65.86693864473152,493.64412761459914,4530.034111323908,80.25816350615924,91.71607603874686,34.068210914424334,79.20285440900916
126,270.8431154505025,58.56001594263975,367.16799952145084,3837.0244859459003,69.25430144790879,62.984485742724914,33.60169044200622,87.83939012794406
127,427.20590636899726,26.08907319379871,353.8685093015766,4200.794177289439,69.56515232753864,56.908672050152546,25.29178225864539,38.455281320035
128,444.2922333025374,48.59172491494891,166.381958118314,946.3204819493153,94.86284118304822,28.725697026788744,19.0020124871632,63.3772368538693
129,102.78085221247628,46.08819619086198,452.7711033218576,5733.19890597233,33.103289262170925,37.61117146112259,14.537928533880278,68.94079790027368
130,304.2989210310263,38.182764863222836,270.9958751682461,5111.705086136637,5.105648948637803,85.94459950144582,18.54024216539391,143.41469384938642
131,266.9644012595116,70.63940795820095,164.89336231299174,4927.996751726145,30.835683142828874,58.12572251800352,21.279136657874176,63.92008326493909
132,188.8431241882921,54.711301455513954,105.04300799030362,5026.410927729721,25.69968106454068,53.90050840689409,32.68930290940882,85.30424823235825
133,147.94614693347313,25.673235113535355,323.902273455353,5629.907794730188,67.87428558582982,14.460072786302748,26.18985366709457,110.55653082771357
134,235.0460685614512,35.41282413648679,310.95984884907057,3493.3968136253375,65.20260197772527,6.522674863236697,12.324508796664482,49.462004688945285
135,477.16388156500767,67.8281134561717,387.7414489476634,1601.5510982719425,61.378831356948766,96.55009292526967,10.540870268767367,88.37308645702494
136,229.2811728083021,25.329160164321014,456.10322120712084,3892.309843188976,6.543127104898101,40.81368589224996,13.069965386021895,118.62468473710891
137,307.51624869734644,79.5844839834138,131.76263385721182,4585.848215173664,74.2339151728115,62.30524089945291,22.31496141092138,134.0226255632479
138,381.2075835580711,54.660256890978204,392.5985961361449,4558.545663447139,35.735389186121694,12.572931952792075,37.99578751147055,105.1511129594912
139,245.4518409517176,53.64106041286536,174.9647776390329,3367.9696329178405,68.18031895562996,69.89585714368943,29.122074436276648,110.28642183803375
140,488.7128330883843,61.46854492616623,443.2708212628656,876.5229563346793,57.87495070770456,93.59383732706628,34.05477699626545,45.15401671014828
141,484.9789179768445,77.72766761476043,427.62540554466244,2541.1211613657033,37.55943791565118,59.68819903475487,23.991237835136456,143.49317966956164
142,200.71291833014567,44.34664455315351,316.31750199421776,5564.2163465484655,17.784745374890235,16.980955625664002,20.849982495851286,45.90888929813788
143,298.89940235695417,67.46113067913444,384.0971194493246,3714.469003665843,13.96979527774569,60.263545109980285,13.252011181498682,122.9607524618158
144,220.35132392670786,59.601237479705375,225.74004527349936,3460.825687906424,83.99424164566123,77.80298524494198,36.277990665586145,61.777958613398255
145,213.93619775098705,38.69197891185949,288.46715957312585,1978.6943291020643,92.247766497748,43.60957097453177,33.49480087083708,142.03117724415017
146,114.75477894181311,81.50409904486105,428.65475908418864,2526.469059541184,66.72986444260846,88.58458605443944,15.043542927931753,116.39514472433754
147,343.82573359195874,75.81982151248496,283.70607886928553,5424.403490342431,14.82624091174592,66.62488056894964,25.367816916287815,120.45764555740428
148,301.07160929154463,66.09162842608978,243.1193061301767,4165.546761397596,43.19258560438287,90.42864723747424,24.62124423763735,56.287100767186
149,120.59150049999573,79.54072103659693,297.68497890012,4830.628647137831,74.24922400998993,64.23300456849704,28.752746580595858,83.1647971962193
150,211.45858569464457,80.71059406718616,431.29970097488734,2998.8998268721034,79.08298398095647,17.472357340458302,38.38560681973784,104.13758335071437
151,463.3063543866615,69.58540837005243,234.0832189483491,3966.3597070088686,16.230769117653416,34.42071255499297,27.39314325287439,122.39683418479211
152,195.82475626678897,78.59093298545704,169.5046372542975,1866.1098480876415,5.00291829031133,24.17052008398341,26.206518003358557,42.47512510948675
153,157.95794883648924,68.82300231684985,384.80560813231233,4380.034566559174,72.65301935865747,91.33851728310192,11.509687988039918,145.4838379745434
154,295.78110411102523,67.60985402322103,430.39128508323273,2851.8073353683553,38.87663671868953,77.23800639231085,11.887224280540718,136.82648046654674
155,494.2601816442403,63.3027964750629,140.25499140941332,2934.0003314811006,29.175726503734722,69.25784504645057,15.620403739803667,62.44183085947012
156,196.82210860460015,72.69016476903488,195.94964510237787,4071.272785172849,6.225259630004917,33.59180036500406,10.974123150752447,128.73122916387985
157,368.8542189623514,31.102357370515158,156.78879590439755,5649.543418079096,56.32844364234247,22.484253344770284,32.30058686710037,92.1988707647788
158,404.64784613148703,81.66095314392498,239.17656463286664,852.034906347415,85.85931986546827,76.86285335894662,31.699909119818894,85.41677778744224
159,195.05501759695989,81.02904694216625,280.14039156216506,5036.0878054085415,95.97500639589585,50.04500485851257,14.081687032949288,67.73209269736864
160,391.2865394447438,22.04730981241914,399.5305347853226,2108.107107267062,58.74577030826248,26.450007454309766,35.082367023858424,99.7162303957911
161,247.11325308770128,77.80717253953338,360.45903395266964,2941.556999785078,53.873826135289946,63.57908792570113,14.64358104538336,117.58669412443173
162,352.92233223743176,29.020890723141164,348.37142699137246,620.5233082625492,13.080356621477906,8.831715953152937,19.035267609920766,79.31194859553099
163,353.41188430435784,43.45831979813993,240.94997864386175,2155.7534280887216,57.14291614654698,35.98617414218408,17.46930697484095,105.50630316099505
164,314.3098736299034,72.04557794041254,436.579021233904,3264.4718344657176,41.09801250171249,49.51291448615779,21.169212957191434,113.91755053863645
165,136.11590802176332,31.253192723381574,288.5148669592658,808.9684254109145,62.67785168393981,19.056041740393553,17.639912976698856,115.3346180418343
166,434.1209982356952,77.25769168833435,491.64197520606183,3201.0265116074083,41.92900304827194,98.54217537112976,24.66852779315356,36.23593177574163
167,228.31202598869433,78.24939245704194,353.65685531829473,5599.10845872135,27.82841672778484,24.864249636013355,22.222236440640565,133.16973668220803
168,174.6074041599417,55.52274136325853,150.50589662580109,1079.6626995929287,14.021701146695767,17.383547354110227,39.597084723379794,84.99039777180576
169,116.31005662190557,20.44701102017835,370.4710248301736,4704.424004415274,34.9172522359451,24.33581301925516,11.67779050384677,61.489929803545735
170,336.35717727529675,40.09266932224389,230.0416061726796,2753.1907935679596,14.181259257336466,78.0608076501738,14.265441291620549,59.01174089756179
171,371.02574473691294,63.18488428630195,374.53087867443895,4103.455429883859,21.805210328278473,45.423037630825064,11.584776817258074,87.96169354127406
172,106.63513157114247,88.68303246191964,127.8564592649623,1931.3012889187614,98.79693506505686,58.71451427649111,28.775235849471272,136.41978473627512
173,304.8372233197124,64.22694689116679,169.95257487038376,1377.2074439774706,47.18983790612877,6.99586991370427,11.635278322411587,75.40170980191763
174,190.59831007917518,38.186250674491184,442.2949035623145,1382.5443784917454,55.52781781797657,8.270974314464883,35.0931921212837,119.9670896140252
175,358.06911616377994,64.38039921697279,190.87182280940596,887.7057010372955,87.99376023003546,47.353427233566535,25.358158920457832,41.618247718466236
176,169.74657160199658,57.79897658010988,434.816450097176,1521.0568769568367,99.57904554661535,82.58224810415423,25.81022873744601,87.12680425812741
177,376.37509524098635,74.58917766058005,211.71043538176417,4153.206617439326,60.357872687744745,89.0976934772187,26.847835231365828,149.00233684712828
178,254.69413852021495,27.488644717887087,357.1527640234831,5349.298365139294,82.1850129991963,13.23712392158582,15.124411189186322,122.45253633508044
179,474.6919954946938,73.27195317514196,377.6602294039324,4977.69127075139,36.05939731198415,56.14449469959717,15.930709093434626,55.263418612873565
180,155.0083776583973,57.88866050732772,305.0619012580212,4268.238704309662,34.045675957492655,91.7568201965307,19.56451968619014,90.17297684374928
181,236.4265404201034,87.40944027012962,222.1242706786925,1107.3752487610645,43.25685349448322,41.857411667799205,27.804892474655542,58.03497163782799
182,145.38940849623563,43.931051622708026,185.05775054843843,2090.530954627724,68.88818995399666,83.80875398569502,16.303533278206437,79.14731127150111
183,469.8774473114251,64.28353251937637,113.27574182497048,2203.9378142735795,69.80821047923439,17.70108716794644,13.489951813997838,123.61008284819577
184,450.9357413523924,85.24196738570123,221.57856049628953,1874.7632051869168,34.947746291697825,93.86247651844087,39.10350659255296,122.54697783484843
185,203.17665108606224,27.17568095934755,361.2651162125132,3332.531128403477,17.654942792979725,76.38521516547375,10.659454444288688,57.372045348286214
186,363.99361841367164,85.60599410655158,475.32192737939306,3445.545981838199,65.07764436422332,94.42676731475566,34.08092216008065,140.66679817858324
187,426.88888008048633,68.15200056105694,448.4817929052208,2462.8728634411063,17.19095690793263,69.27863718748812,33.64105448725066,101.10818193177921
188,322.0803246397849,24.748594137362034,406.42591061412105,2445.840373050398,59.95678828178636,39.52337353994557,18.91642341535288,75.59091491544174
189,311.8602313424026,41.067449686277136,415.37893730131947,5057.055788483447,70.87510216534935,94.12721138984863,14.068798480219403,90.23226969370327
190,196.74091636018068,69.57204620516971,365.9939613903981,4841.11066575827,71.5580921574729,31.178843749371953,14.368859401162702,102.60855041252924
191,137.2411071223597,24.71454210281402,204.1147430264012,2192.877074244101,76.5798505126617,36.55638959586459,30.922948517115774,97.18686382149426
192,458.8863031813307,60.75193221233913,462.87801228233195,5525.836441302926,87.92164504873813,71.57679971016533,29.28419773258521,88.36860426434139
193,460.1672228653322,44.21181398670697,368.2929247623336,5740.482593513783,52.4961042366549,77.70504845491169,33.4823702275416,90.59193649072802
194,353.24058290930714,63.4640862437234,324.17625239217597,2297.0839811652245,74.37367300530926,93.29333096566961,38.12443517197314,51.169429251346344
195,235.61191641948028,23.201942366875898,144.39578768539243,2449.3372183618017,63.82140985975449,24.456228860339902,30.75782089799776,127.52794851656152
196,239.68382984506437,81.00757643066635,278.82221752257016,3280.9878438207734,22.730794280779843,80.80981334582627,14.675546096543304,95.01123839292184
197,390.38227154809573,88.14422784241778,284.14330848077054,5676.164468935204,7.440516262593776,75.16187507271152,17.30327850296232,45.72958340456437
198,458.84410398103086,87.8214498699984,445.82544380906796,5319.756882282713,32.03143163930871,11.060482844091798,35.265811926193436,121.93885218993336
199,454.8345697060469,72.47562822200473,318.6592880751154,1064.123794209744,47.08820210207384,41.78619841496966,16.27918227502626,141.8932774052821
200,411.9502183430495,29.106036809144236,252.16021958816387,2660.019087992789,63.62506472072235,31.862718420709367,12.175669508634442,143.67682790843546
201,356.8126584617151,73.07842371503159,490.7201314042637,3543.541543623745,85.7461363978045,33.926590313632886,31.098401621267513,74.28212788934073
202,133.65598599801953,21.721084152116106,144.28823733052627,3267.2285990334703,23.643343087085736,98.37995355769658,22.07579066470426,46.26202482729049
203,164.6514856378455,21.548648607029808,269.0193713247778,1566.2468736529097,16.927230040355326,66.06385428059315,37.60120157637711,92.20795519596783
204,459.4216754108317,42.652715340467886,116.80987006856212,5223.49224142485,96.53059501006112,73.17923499038245,29.507652132809845,43.513107521906484
205,342.57162386383595,54.205023328326604,395.96164830677213,4223.174306482606,15.264233140758675,97.77867554492587,12.712569333749823,142.07849022151407
206,103.67882064665186,73.92851924654553,467.23062087966025,5108.496061684919,50.45665166018297,40.83416933347568,38.435697017609826,52.02955528261752
207,140.58861714641284,67.83067636245536,212.01493182019578,5223.203536422097,60.62855423536368,81.17481600301656,17.756717909207378,60.331903194139684
208,365.40070764322235,51.21318944637238,443.33667071964834,4615.957195161569,56.430569986206635,46.28044151392706,20.116374712188573,78.79638322619645
209,102.02463353848748,39.15386663971661,216.8872921847591,2915.6583068734453,13.173054918129605,87.60569882242308,22.067812410506264,75.97973622709509
210,164.32322056699945,89.79871501103977,464.3080646575661,3858.007152584835,10.417556830343841,22.162466424573804,11.536728892129398,125.35954708774668
